company,title,location,url,source,job_id,first_seen,last_seen,status
Roblox,"Senior Software Engineer, Data Infrastructure","San Mateo, CA, United States",https://careers.roblox.com/jobs/8014486?gh_jid=8014486,greenhouse,8014486,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer - Data Infrastructure, Safety","San Mateo, CA, United States",https://careers.roblox.com/jobs/7852258?gh_jid=7852258,greenhouse,7852258,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Engineering Acceleration Foundations","San Mateo, CA, United States",https://careers.roblox.com/jobs/7998339?gh_jid=7998339,greenhouse,7998339,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Engine Systems,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7908886?gh_jid=7908886,greenhouse,7908886,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Engine Systems","San Mateo, CA, United States",https://careers.roblox.com/jobs/7309267?gh_jid=7309267,greenhouse,7309267,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Fraud,"San Mateo, CA, United States",https://careers.roblox.com/jobs/8008607?gh_jid=8008607,greenhouse,8008607,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Frontend","San Mateo, CA, United States",https://careers.roblox.com/jobs/7472910?gh_jid=7472910,greenhouse,7472910,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer (Frontend), Communications","San Mateo, CA, United States",https://careers.roblox.com/jobs/8001172?gh_jid=8001172,greenhouse,8001172,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Game Engine Network (C++),"San Mateo, CA, United States",https://careers.roblox.com/jobs/7409676?gh_jid=7409676,greenhouse,7409676,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Game Engine Systems","San Mateo, CA, United States",https://careers.roblox.com/jobs/7354277?gh_jid=7354277,greenhouse,7354277,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Game Solutions","San Mateo, CA, United States",https://careers.roblox.com/jobs/7535925?gh_jid=7535925,greenhouse,7535925,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Geometry","Vancouver, British Columbia, Canada",https://careers.roblox.com/jobs/7997934?gh_jid=7997934,greenhouse,7997934,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Geometry","San Mateo, CA, United States",https://careers.roblox.com/jobs/7998292?gh_jid=7998292,greenhouse,7998292,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, iOS","San Mateo, CA, United States",https://careers.roblox.com/jobs/7899865?gh_jid=7899865,greenhouse,7899865,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Kubernetes Networking","San Mateo, CA, United States",https://careers.roblox.com/jobs/8015824?gh_jid=8015824,greenhouse,8015824,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Marketplace Merchandise,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7913302?gh_jid=7913302,greenhouse,7913302,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - NPC Behavior,"San Mateo, CA, United States",https://careers.roblox.com/jobs/8016277?gh_jid=8016277,greenhouse,8016277,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Release,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7923586?gh_jid=7923586,greenhouse,7923586,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Safety Experience,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7985997?gh_jid=7985997,greenhouse,7985997,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Safety Foundation","San Mateo, CA, United States",https://careers.roblox.com/jobs/8017352?gh_jid=8017352,greenhouse,8017352,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Service Mesh","San Mateo, CA, United States",https://careers.roblox.com/jobs/7698330?gh_jid=7698330,greenhouse,7698330,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Storage Cache,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7862605?gh_jid=7862605,greenhouse,7862605,2026-06-27,2026-06-27,NEW
